ent_key,season,city,date,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue
349,2012,Jaipur,5/1/2012,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Delhi Daredevils,0,6,P Negi,Sawai Mansingh Stadium
350,2012,Bangalore,5/2/2012,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,4,Azhar Mahmood,M Chinnaswamy Stadium
351,2012,Pune,5/3/2012,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,Mumbai Indians,1,0,SL Malinga,Subrata Roy Sahara Stadium
352,2012,Chennai,5/4/2012,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,10,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
353,2012,Kolkata,5/5/2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,7,0,SP Narine,Eden Gardens
354,2012,Chandigarh,5/5/2012,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,Rajasthan Royals,43,0,SR Watson,"Punjab Cricket Association Stadium, Mohali"
355,2012,Mumbai,5/6/2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,2,DR Smith,Wankhede Stadium
356,2012,Bangalore,5/6/2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,5,AB de Villiers,M Chinnaswamy Stadium
357,2012,Delhi,5/7/2012,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,6,JH Kallis,Feroz Shah Kotla
358,2012,Pune,5/8/2012,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,Rajasthan Royals,0,7,SR Watson,Subrata Roy Sahara Stadium
359,2012,Hyderabad,5/8/2012,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Kings XI Punjab,25,0,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal"
360,2012,Mumbai,5/9/2012,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,CH Gayle,Wankhede Stadium
361,2012,Jaipur,5/10/2012,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,BW Hilfenhaus,Sawai Mansingh Stadium
362,2012,Pune,5/11/2012,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,35,0,CH Gayle,Subrata Roy Sahara Stadium
363,2012,Kolkata,5/12/2012,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,27,0,RG Sharma,Eden Gardens
364,2012,Chennai,5/12/2012,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,9,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk"
365,2012,Jaipur,5/13/2012,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,Rajasthan Royals,45,0,A Chandila,Sawai Mansingh Stadium
366,2012,Chandigarh,5/13/2012,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,Kings XI Punjab,0,4,DJ Hussey,"Punjab Cricket Association Stadium, Mohali"
367,2012,Bangalore,5/14/2012,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,AT Rayudu,M Chinnaswamy Stadium
368,2012,Kolkata,5/14/2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,MEK Hussey,Eden Gardens
369,2012,Delhi,5/15/2012,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils,0,5,UT Yadav,Feroz Shah Kotla
370,2012,Mumbai,5/16/2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Kolkata Knight Riders,32,0,SP Narine,Wankhede Stadium
371,2012,Dharamsala,5/17/2012,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,AC Gilchrist,Himachal Pradesh Cricket Association Stadium
372,2012,Delhi,5/17/2012,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,21,0,CH Gayle,Feroz Shah Kotla
373,2012,Hyderabad,5/18/2012,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,Deccan Chargers,0,5,DW Steyn,"Rajiv Gandhi International Stadium, Uppal"
374,2012,Dharamsala,5/19/2012,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,UT Yadav,Himachal Pradesh Cricket Association Stadium
375,2012,Pune,5/19/2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,34,0,Shakib Al Hasan,Subrata Roy Sahara Stadium
376,2012,Hyderabad,5/20/2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,9,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal"
377,2012,Jaipur,5/20/2012,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Mumbai Indians,0,10,DR Smith,Sawai Mansingh Stadium
378,2012,Pune,5/22/2012,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,18,0,YK Pathan,Subrata Roy Sahara Stadium
379,2012,Bangalore,5/23/2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Chennai Super Kings,38,0,MS Dhoni,M Chinnaswamy Stadium
380,2012,Chennai,5/25/2012,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,86,0,M Vijay,"MA Chidambaram Stadium, Chepauk"
381,2012,Chennai,5/27/2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,0,5,MS Bisla,"MA Chidambaram Stadium, Chepauk"
382,2013,Kolkata,4/3/2013,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens
383,2013,Bangalore,4/4/2013,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,2,0,CH Gayle,M Chinnaswamy Stadium
384,2013,Hyderabad,4/5/2013,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,Sunrisers Hyderabad,22,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal"
385,2013,Delhi,4/6/2013,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Rajasthan Royals,5,0,R Dravid,Feroz Shah Kotla
386,2013,Chennai,4/6/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,9,0,KA Pollard,"MA Chidambaram Stadium, Chepauk"
387,2013,Pune,4/7/2013,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,Kings XI Punjab,0,8,M Vohra,Subrata Roy Sahara Stadium
388,2013,Hyderabad,4/7/2013,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,Sunrisers Hyderabad,0,0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal"
389,2013,Jaipur,4/8/2013,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,19,0,SK Trivedi,Sawai Mansingh Stadium
390,2013,Mumbai,4/9/2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Mumbai Indians,44,0,KD Karthik,Wankhede Stadium
391,2013,Chandigarh,4/10/2013,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,10,MEK Hussey,"Punjab Cricket Association Stadium, Mohali"
392,2013,Bangalore,4/11/2013,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium
393,2013,Pune,4/11/2013,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,Pune Warriors,0,7,AJ Finch,Subrata Roy Sahara Stadium
394,2013,Delhi,4/12/2013,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,3,A Mishra,Feroz Shah Kotla
395,2013,Mumbai,4/13/2013,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,Mumbai Indians,41,0,RG Sharma,Wankhede Stadium
396,2013,Chennai,4/13/2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
397,2013,Kolkata,4/14/2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,48,0,G Gambhir,Eden Gardens
398,2013,Jaipur,4/14/2013,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,JP Faulkner,Sawai Mansingh Stadium
399,2013,Chennai,4/15/2013,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,Pune Warriors,24,0,SPD Smith,"MA Chidambaram Stadium, Chepauk"
400,2013,Chandigarh,4/16/2013,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,4,0,MS Gony,"Punjab Cricket Association Stadium, Mohali"
401,2013,Bangalore,4/16/2013,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,Royal Challengers Bangalore,0,0,V Kohli,M Chinnaswamy Stadium
402,2013,Pune,4/17/2013,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,Sunrisers Hyderabad,11,0,A Mishra,Subrata Roy Sahara Stadium
403,2013,Jaipur,4/17/2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Rajasthan Royals,87,0,AM Rahane,Sawai Mansingh Stadium
404,2013,Delhi,4/18/2013,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,86,0,MEK Hussey,Feroz Shah Kotla
405,2013,Hyderabad,4/19/2013,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Sunrisers Hyderabad,0,5,GH Vihari,"Rajiv Gandhi International Stadium, Uppal"
406,2013,Kolkata,4/20/2013,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings,0,4,RA Jadeja,Eden Gardens
407,2013,Bangalore,4/20/2013,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium
408,2013,Delhi,4/21/2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,0,9,V Sehwag,Feroz Shah Kotla
409,2013,Chandigarh,4/21/2013,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,DA Miller,"Punjab Cricket Association Stadium, Mohali"
410,2013,Chennai,4/22/2013,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,5,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
411,2013,Bangalore,4/23/2013,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,130,0,CH Gayle,M Chinnaswamy Stadium
412,2013,Dharamsala,5/16/2013,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,7,0,DA Miller,Himachal Pradesh Cricket Association Stadium
413,2013,Kolkata,4/24/2013,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Mumbai Indians,0,5,DR Smith,Eden Gardens
414,2013,Chennai,4/25/2013,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,Chennai Super Kings,0,5,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
415,2013,Kolkata,4/26/2013,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,6,JH Kallis,Eden Gardens
416,2013,Jaipur,4/27/2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Rajasthan Royals,0,8,JP Faulkner,Sawai Mansingh Stadium
417,2013,Mumbai,4/27/2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,58,0,DR Smith,Wankhede Stadium
418,2013,Chennai,4/28/2013,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings,14,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
419,2013,Raipur,4/28/2013,Delhi Daredevils,Pune Warriors,Pune Warriors,field,normal,Delhi Daredevils,15,0,DA Warner,Shaheed Veer Narayan Singh International Stadium
420,2013,Jaipur,4/29/2013,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,4,SV Samson,Sawai Mansingh Stadium
421,2013,Mumbai,4/29/2013,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Mumbai Indians,4,0,RG Sharma,Wankhede Stadium
422,2013,Pune,4/30/2013,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,Chennai Super Kings,37,0,MS Dhoni,Subrata Roy Sahara Stadium
423,2013,Hyderabad,5/1/2013,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Sunrisers Hyderabad,0,7,I Sharma,"Rajiv Gandhi International Stadium, Uppal"
424,2013,Raipur,5/1/2013,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils,0,7,DA Warner,Shaheed Veer Narayan Singh International Stadium
425,2013,Chennai,5/2/2013,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,15,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
426,2013,Pune,5/2/2013,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,17,0,AB de Villiers,Subrata Roy Sahara Stadium
427,2013,Kolkata,5/3/2013,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens
428,2013,Hyderabad,5/4/2013,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal"
429,2013,Bangalore,5/14/2013,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,AC Gilchrist,M Chinnaswamy Stadium
430,2013,Mumbai,5/5/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,60,0,MG Johnson,Wankhede Stadium
431,2013,Jaipur,5/5/2013,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,Rajasthan Royals,0,5,AM Rahane,Sawai Mansingh Stadium
432,2013,Bangalore,4/9/2013,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium
433,2013,Jaipur,5/7/2013,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals,0,9,AM Rahane,Sawai Mansingh Stadium
434,2013,Mumbai,5/7/2013,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,65,0,SR Tendulkar,Wankhede Stadium
435,2013,Hyderabad,5/8/2013,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Chennai Super Kings,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal"
436,2013,Chandigarh,5/9/2013,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali"
437,2013,Pune,5/9/2013,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium
438,2013,Delhi,5/10/2013,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla
439,2013,Pune,5/11/2013,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium
440,2013,Chandigarh,5/11/2013,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali"
441,2013,Ranchi,5/12/2013,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex
442,2013,Jaipur,5/12/2013,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium
443,2013,Delhi,4/23/2013,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,5,Harmeet Singh,Feroz Shah Kotla
444,2013,Mumbai,5/13/2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium
445,2013,Ranchi,5/15/2013,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Pune Warriors,7,0,MK Pandey,JSCA International Stadium Complex
446,2013,Chennai,5/14/2013,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
447,2013,Mumbai,5/15/2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,14,0,AP Tare,Wankhede Stadium
448,2013,Chandigarh,5/6/2013,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali"
449,2013,Hyderabad,5/17/2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal"
450,2013,Dharamsala,5/18/2013,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium
451,2013,Pune,5/19/2013,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,Pune Warriors,38,0,LJ Wright,Subrata Roy Sahara Stadium
452,2013,Bangalore,5/18/2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Royal Challengers Bangalore,24,0,V Kohli,M Chinnaswamy Stadium
453,2013,Hyderabad,5/19/2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,Sunrisers Hyderabad,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal"
454,2013,Delhi,5/21/2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla
455,2013,Delhi,5/22/2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Rajasthan Royals,0,4,BJ Hodge,Feroz Shah Kotla
456,2013,Kolkata,5/24/2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens
457,2013,Kolkata,5/26/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,23,0,KA Pollard,Eden Gardens
458,2014,Abu Dhabi,4/16/2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium
459,2014,Sharjah,4/17/2014,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium
460,2014,Abu Dhabi,4/18/2014,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium
461,2014,Abu Dhabi,4/18/2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium
462,2014,,4/19/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium
463,2014,,4/19/2014,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils,0,4,JP Duminy,Dubai International Cricket Stadium
464,2014,Sharjah,4/20/2014,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium
465,2014,Abu Dhabi,4/21/2014,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium
466,2014,Sharjah,4/22/2014,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium
467,2014,,4/23/2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium
468,2014,Sharjah,4/24/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium
469,2014,,4/25/2014,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,4,0,AJ Finch,Dubai International Cricket Stadium
470,2014,,4/25/2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium
471,2014,Abu Dhabi,4/26/2014,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,PV Tambe,Sheikh Zayed Stadium
472,2014,Abu Dhabi,4/26/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,23,0,Sandeep Sharma,Sheikh Zayed Stadium
473,2014,Sharjah,4/27/2014,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium
474,2014,Sharjah,4/27/2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,Chennai Super Kings,0,5,DR Smith,Sharjah Cricket Stadium
475,2014,,4/28/2014,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,5,Sandeep Sharma,Dubai International Cricket Stadium
476,2014,Abu Dhabi,4/29/2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,Rajasthan Royals,0,0,JP Faulkner,Sheikh Zayed Stadium
477,2014,,4/30/2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium
478,2014,Ranchi,5/2/2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings,34,0,RA Jadeja,JSCA International Stadium Complex
479,2014,Mumbai,5/3/2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium
480,2014,Delhi,5/3/2014,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla
481,2014,Bangalore,5/4/2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium
482,2014,Ahmedabad,5/5/2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera"
483,2014,Delhi,5/5/2014,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla
484,2014,Mumbai,5/6/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium
485,2014,Delhi,5/7/2014,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla
486,2014,Cuttack,5/7/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium
487,2014,Ahmedabad,5/8/2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera"
488,2014,Bangalore,5/9/2014,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium
489,2014,Delhi,5/10/2014,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,DW Steyn,Feroz Shah Kotla
490,2014,Mumbai,5/10/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium
491,2014,Cuttack,5/11/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium
492,2014,Bangalore,5/11/2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium
493,2014,Hyderabad,5/12/2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal"
494,2014,Ranchi,5/13/2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex
495,2014,Bangalore,5/13/2014,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium
496,2014,Hyderabad,5/14/2014,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal"
497,2014,Cuttack,5/14/2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium
498,2014,Ahmedabad,5/15/2014,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera"
499,2014,Ranchi,5/18/2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex
